"SubjectId" "ActivityType" "Measurement" "MeanValue"
30 "STANDING" "tBodyGyroMeanZ" 0.0802514754237288
1 "WALKING" "tBodyGyroMeanZ" 0.0849448173042105
2 "WALKING" "tBodyGyroMeanZ" 0.0828336633220339
3 "WALKING" "tBodyGyroMeanZ" 0.0813485942827586
4 "WALKING" "tBodyGyroMeanZ" 0.0805677161216667
5 "WALKING" "tBodyGyroMeanZ" 0.0815435495892857
6 "WALKING" "tBodyGyroMeanZ" 0.0838808799280702
7 "WALKING" "tBodyGyroMeanZ" 0.0641104602035088
8 "WALKING" "tBodyGyroMeanZ" 0.0509657915395833
9 "WALKING" "tBodyGyroMeanZ" 0.111629779896154
10 "WALKING" "tBodyGyroMeanZ" 0.0986695731160377
11 "WALKING" "tBodyGyroMeanZ" 0.0843744495507542
12 "WALKING" "tBodyGyroMeanZ" 0.0999739123004
13 "WALKING" "tBodyGyroMeanZ" 0.0784205641252632
14 "WALKING" "tBodyGyroMeanZ" 0.0513222717627119
15 "WALKING" "tBodyGyroMeanZ" 0.0842484921022222
16 "WALKING" "tBodyGyroMeanZ" 0.0818650735686274
17 "WALKING" "tBodyGyroMeanZ" 0.0757132656704918
18 "WALKING" "tBodyGyroMeanZ" 0.0944718394625
19 "WALKING" "tBodyGyroMeanZ" 0.0798106981923077
20 "WALKING" "tBodyGyroMeanZ" 0.0851359929294118
21 "WALKING" "tBodyGyroMeanZ" 0.0983715930038462
22 "WALKING" "tBodyGyroMeanZ" 0.0775266594847826
23 "WALKING" "tBodyGyroMeanZ" 0.10770045065339
24 "WALKING" "tBodyGyroMeanZ" 0.0972006320344828
25 "WALKING" "tBodyGyroMeanZ" 0.0867868736891892
26 "WALKING" "tBodyGyroMeanZ" 0.0851069247830508
27 "WALKING" "tBodyGyroMeanZ" 0.118267750196491
28 "WALKING" "tBodyGyroMeanZ" 0.116065910925926
29 "WALKING" "tBodyGyroMeanZ" 0.0856852236188679
30 "WALKING" "tBodyGyroMeanZ" 0.0839568239261538
1 "WALKING_DOWNSTAIRS" "tBodyGyroMeanZ" 0.0900850142030612
2 "WALKING_DOWNSTAIRS" "tBodyGyroMeanZ" 0.097173808906383
3 "WALKING_DOWNSTAIRS" "tBodyGyroMeanZ" 0.123826738353061
4 "WALKING_DOWNSTAIRS" "tBodyGyroMeanZ" 0.05926394948
5 "WALKING_DOWNSTAIRS" "tBodyGyroMeanZ" 0.0806559989574468
6 "WALKING_DOWNSTAIRS" "tBodyGyroMeanZ" 0.0870012595210417
7 "WALKING_DOWNSTAIRS" "tBodyGyroMeanZ" 0.116894769042766
8 "WALKING_DOWNSTAIRS" "tBodyGyroMeanZ" 0.114143855152368
9 "WALKING_DOWNSTAIRS" "tBodyGyroMeanZ" 0.116804400690476
10 "WALKING_DOWNSTAIRS" "tBodyGyroMeanZ" 0.0724433685578947
11 "WALKING_DOWNSTAIRS" "tBodyGyroMeanZ" 0.057524457376087
12 "WALKING_DOWNSTAIRS" "tBodyGyroMeanZ" 0.0895434978391304
13 "WALKING_DOWNSTAIRS" "tBodyGyroMeanZ" 0.111284239655957
14 "WALKING_DOWNSTAIRS" "tBodyGyroMeanZ" 0.0353344537555556
15 "WALKING_DOWNSTAIRS" "tBodyGyroMeanZ" 0.0711758197607143
16 "WALKING_DOWNSTAIRS" "tBodyGyroMeanZ" 0.0835380057
17 "WALKING_DOWNSTAIRS" "tBodyGyroMeanZ" 0.0162878745776087
18 "WALKING_DOWNSTAIRS" "tBodyGyroMeanZ" 0.0987471683127273
19 "WALKING_DOWNSTAIRS" "tBodyGyroMeanZ" 0.163962510807692
20 "WALKING_DOWNSTAIRS" "tBodyGyroMeanZ" 0.103900480541333
21 "WALKING_DOWNSTAIRS" "tBodyGyroMeanZ" 0.148610020955556
22 "WALKING_DOWNSTAIRS" "tBodyGyroMeanZ" 0.0500708760555556
23 "WALKING_DOWNSTAIRS" "tBodyGyroMeanZ" 0.0953602497222222
24 "WALKING_DOWNSTAIRS" "tBodyGyroMeanZ" 0.111973650603636
25 "WALKING_DOWNSTAIRS" "tBodyGyroMeanZ" 0.0980750249310345
26 "WALKING_DOWNSTAIRS" "tBodyGyroMeanZ" 0.082221399603
27 "WALKING_DOWNSTAIRS" "tBodyGyroMeanZ" 0.152695027609091
28 "WALKING_DOWNSTAIRS" "tBodyGyroMeanZ" 0.138622425584783
29 "WALKING_DOWNSTAIRS" "tBodyGyroMeanZ" 0.0822244074666667
30 "WALKING_DOWNSTAIRS" "tBodyGyroMeanZ" 0.0895767797064516
1 "WALKING_UPSTAIRS" "tBodyGyroMeanZ" 0.0583595463981132
2 "WALKING_UPSTAIRS" "tBodyGyroMeanZ" 0.0688374021666667
3 "WALKING_UPSTAIRS" "tBodyGyroMeanZ" 0.0215603697
4 "WALKING_UPSTAIRS" "tBodyGyroMeanZ" 0.0843753843384615
5 "WALKING_UPSTAIRS" "tBodyGyroMeanZ" 0.0424442819489362
6 "WALKING_UPSTAIRS" "tBodyGyroMeanZ" 0.0664234025976471
7 "WALKING_UPSTAIRS" "tBodyGyroMeanZ" 0.139217071509804
8 "WALKING_UPSTAIRS" "tBodyGyroMeanZ" -0.0724546025804878
9 "WALKING_UPSTAIRS" "tBodyGyroMeanZ" 0.14569462592449
10 "WALKING_UPSTAIRS" "tBodyGyroMeanZ" 0.0879664182957447
11 "WALKING_UPSTAIRS" "tBodyGyroMeanZ" 0.0638054379968518
12 "WALKING_UPSTAIRS" "tBodyGyroMeanZ" 0.0898022757730769
13 "WALKING_UPSTAIRS" "tBodyGyroMeanZ" 0.116679563256364
14 "WALKING_UPSTAIRS" "tBodyGyroMeanZ" -0.0441381886666667
15 "WALKING_UPSTAIRS" "tBodyGyroMeanZ" 0.0911681484547917
16 "WALKING_UPSTAIRS" "tBodyGyroMeanZ" -0.00779288021764706
17 "WALKING_UPSTAIRS" "tBodyGyroMeanZ" 0.0560931358145833
18 "WALKING_UPSTAIRS" "tBodyGyroMeanZ" 0.0906736478431034
19 "WALKING_UPSTAIRS" "tBodyGyroMeanZ" -0.000233248224999999
20 "WALKING_UPSTAIRS" "tBodyGyroMeanZ" 0.058701941845098
21 "WALKING_UPSTAIRS" "tBodyGyroMeanZ" -0.00546829763829787
22 "WALKING_UPSTAIRS" "tBodyGyroMeanZ" 0.0157359244619048
23 "WALKING_UPSTAIRS" "tBodyGyroMeanZ" -0.0325557522333333
24 "WALKING_UPSTAIRS" "tBodyGyroMeanZ" 0.0248290702830508
25 "WALKING_UPSTAIRS" "tBodyGyroMeanZ" 0.0996227385527692
26 "WALKING_UPSTAIRS" "tBodyGyroMeanZ" 0.0721458973490909
27 "WALKING_UPSTAIRS" "tBodyGyroMeanZ" 0.140129855776471
28 "WALKING_UPSTAIRS" "tBodyGyroMeanZ" 0.103720987705882
29 "WALKING_UPSTAIRS" "tBodyGyroMeanZ" 0.0854318123467347
30 "WALKING_UPSTAIRS" "tBodyGyroMeanZ" 0.0814699303289231
1 "LAYING" "tBodyGyroStdX" -0.87354386782
2 "LAYING" "tBodyGyroStdX" -0.988275232916667
3 "LAYING" "tBodyGyroStdX" -0.974545752096774
4 "LAYING" "tBodyGyroStdX" -0.973102422222222
5 "LAYING" "tBodyGyroStdX" -0.979498706538461
6 "LAYING" "tBodyGyroStdX" -0.955378225087719
7 "LAYING" "tBodyGyroStdX" -0.9601268225
8 "LAYING" "tBodyGyroStdX" -0.965204017592593
9 "LAYING" "tBodyGyroStdX" -0.9422465098
10 "LAYING" "tBodyGyroStdX" -0.961713199827586
11 "LAYING" "tBodyGyroStdX" -0.980836884561403
12 "LAYING" "tBodyGyroStdX" -0.966090742
13 "LAYING" "tBodyGyroStdX" -0.972143470322581
14 "LAYING" "tBodyGyroStdX" -0.957221015098039
15 "LAYING" "tBodyGyroStdX" -0.957167680694444
16 "LAYING" "tBodyGyroStdX" -0.977010769857143
17 "LAYING" "tBodyGyroStdX" -0.975893061830986
18 "LAYING" "tBodyGyroStdX" -0.992872598
19 "LAYING" "tBodyGyroStdX" -0.981357611445783
20 "LAYING" "tBodyGyroStdX" -0.984477414264706
21 "LAYING" "tBodyGyroStdX" -0.975411857555556
22 "LAYING" "tBodyGyroStdX" -0.956641905833333
23 "LAYING" "tBodyGyroStdX" -0.981849400972222
24 "LAYING" "tBodyGyroStdX" -0.982651720138889
25 "LAYING" "tBodyGyroStdX" -0.889769639726027
26 "LAYING" "tBodyGyroStdX" -0.990328197763158
27 "LAYING" "tBodyGyroStdX" -0.988837212162162
28 "LAYING" "tBodyGyroStdX" -0.95516227975
29 "LAYING" "tBodyGyroStdX" -0.994276591304348
30 "LAYING" "tBodyGyroStdX" -0.973662822428571
1 "SITTING" "tBodyGyroStdX" -0.977211283191489
2 "SITTING" "tBodyGyroStdX" -0.985742027826087
3 "SITTING" "tBodyGyroStdX" -0.965434768461538
4 "SITTING" "tBodyGyroStdX" -0.9701317904
5 "SITTING" "tBodyGyroStdX" -0.966225485
6 "SITTING" "tBodyGyroStdX" -0.957367681818182
7 "SITTING" "tBodyGyroStdX" -0.941870953333333
8 "SITTING" "tBodyGyroStdX" -0.984524052826087
9 "SITTING" "tBodyGyroStdX" -0.9590200492
10 "SITTING" "tBodyGyroStdX" -0.988873097222222
11 "SITTING" "tBodyGyroStdX" -0.988164911509434
12 "SITTING" "tBodyGyroStdX" -0.974425351960784
13 "SITTING" "tBodyGyroStdX" -0.985844263265306
14 "SITTING" "tBodyGyroStdX" -0.980829981481481
15 "SITTING" "tBodyGyroStdX" -0.988204115254237
16 "SITTING" "tBodyGyroStdX" -0.981037373333333
17 "SITTING" "tBodyGyroStdX" -0.98963832578125
18 "SITTING" "tBodyGyroStdX" -0.991956958947368
19 "SITTING" "tBodyGyroStdX" -0.984625306849315
20 "SITTING" "tBodyGyroStdX" -0.976309017121212
21 "SITTING" "tBodyGyroStdX" -0.988410501294118
22 "SITTING" "tBodyGyroStdX" -0.981099172419355
23 "SITTING" "tBodyGyroStdX" -0.980363734264706
24 "SITTING" "tBodyGyroStdX" -0.988111648676471
25 "SITTING" "tBodyGyroStdX" -0.989907584153846
26 "SITTING" "tBodyGyroStdX" -0.991027700512821
27 "SITTING" "tBodyGyroStdX" -0.988492425142857
28 "SITTING" "tBodyGyroStdX" -0.979671983472222
29 "SITTING" "tBodyGyroStdX" -0.990178704833333
30 "SITTING" "tBodyGyroStdX" -0.988132669516129
1 "STANDING" "tBodyGyroStdX" -0.987191946603774
2 "STANDING" "tBodyGyroStdX" -0.972998629814815
3 "STANDING" "tBodyGyroStdX" -0.900462227540984
4 "STANDING" "tBodyGyroStdX" -0.909687974464286
5 "STANDING" "tBodyGyroStdX" -0.910395222321429
6 "STANDING" "tBodyGyroStdX" -0.947561298596491
7 "STANDING" "tBodyGyroStdX" -0.945247687358491
8 "STANDING" "tBodyGyroStdX" -0.972990379814815
9 "STANDING" "tBodyGyroStdX" -0.921990612
10 "STANDING" "tBodyGyroStdX" -0.929895057954545
11 "STANDING" "tBodyGyroStdX" -0.980242494680851
12 "STANDING" "tBodyGyroStdX" -0.883655251803279
13 "STANDING" "tBodyGyroStdX" -0.955577395789474
14 "STANDING" "tBodyGyroStdX" -0.9610917615
15 "STANDING" "tBodyGyroStdX" -0.947790802075472
16 "STANDING" "tBodyGyroStdX" -0.973400107564103
17 "STANDING" "tBodyGyroStdX" -0.981373082948718
18 "STANDING" "tBodyGyroStdX" -0.962254249589041
19 "STANDING" "tBodyGyroStdX" -0.946109711917808
20 "STANDING" "tBodyGyroStdX" -0.886749172739726
21 "STANDING" "tBodyGyroStdX" -0.962514526067416
22 "STANDING" "tBodyGyroStdX" -0.917837043333333
23 "STANDING" "tBodyGyroStdX" -0.942011240294118
24 "STANDING" "tBodyGyroStdX" -0.960738660289855
25 "STANDING" "tBodyGyroStdX" -0.971357421216216
26 "STANDING" "tBodyGyroStdX" -0.973785111216216
27 "STANDING" "tBodyGyroStdX" -0.9699020075
28 "STANDING" "tBodyGyroStdX" -0.884032232405063
29 "STANDING" "tBodyGyroStdX" -0.977994819846154
30 "STANDING" "tBodyGyroStdX" -0.911408517966102
1 "WALKING" "tBodyGyroStdX" -0.473535485894737
2 "WALKING" "tBodyGyroStdX" -0.561550255762712
3 "WALKING" "tBodyGyroStdX" -0.571869560172414
4 "WALKING" "tBodyGyroStdX" -0.500916659
5 "WALKING" "tBodyGyroStdX" -0.490877497857143
6 "WALKING" "tBodyGyroStdX" -0.446020952631579
7 "WALKING" "tBodyGyroStdX" -0.503313517017544
8 "WALKING" "tBodyGyroStdX" -0.1992097184375
9 "WALKING" "tBodyGyroStdX" -0.476163506730769
10 "WALKING" "tBodyGyroStdX" -0.414205475283019
11 "WALKING" "tBodyGyroStdX" -0.596346930847458
12 "WALKING" "tBodyGyroStdX" -0.5462634706
13 "WALKING" "tBodyGyroStdX" -0.376059914210526
14 "WALKING" "tBodyGyroStdX" -0.60038822220339
15 "WALKING" "tBodyGyroStdX" -0.329624620185185
16 "WALKING" "tBodyGyroStdX" -0.654171847058823
17 "WALKING" "tBodyGyroStdX" -0.47981351295082
18 "WALKING" "tBodyGyroStdX" -0.7044397775
19 "WALKING" "tBodyGyroStdX" -0.0264357957923077
20 "WALKING" "tBodyGyroStdX" -0.23294061427451
21 "WALKING" "tBodyGyroStdX" -0.432232883846154
22 "WALKING" "tBodyGyroStdX" -0.318537865869565
23 "WALKING" "tBodyGyroStdX" -0.494322648644068
24 "WALKING" "tBodyGyroStdX" -0.580597373275862
25 "WALKING" "tBodyGyroStdX" -0.401158753783784
26 "WALKING" "tBodyGyroStdX" -0.492885711355932
27 "WALKING" "tBodyGyroStdX" -0.606860248596491
28 "WALKING" "tBodyGyroStdX" -0.503798624074074
29 "WALKING" "tBodyGyroStdX" -0.598868670943396
30 "WALKING" "tBodyGyroStdX" -0.387920593846154
1 "WALKING_DOWNSTAIRS" "tBodyGyroStdX" -0.458030542938775
2 "WALKING_DOWNSTAIRS" "tBodyGyroStdX" -0.320789230008511
3 "WALKING_DOWNSTAIRS" "tBodyGyroStdX" -0.261653414014286
4 "WALKING_DOWNSTAIRS" "tBodyGyroStdX" -0.370244695288889
5 "WALKING_DOWNSTAIRS" "tBodyGyroStdX" -0.46064684487234
6 "WALKING_DOWNSTAIRS" "tBodyGyroStdX" -0.19830385328125
7 "WALKING_DOWNSTAIRS" "tBodyGyroStdX" -0.407744096
8 "WALKING_DOWNSTAIRS" "tBodyGyroStdX" -0.258430885531579
9 "WALKING_DOWNSTAIRS" "tBodyGyroStdX" -0.396429197952381
10 "WALKING_DOWNSTAIRS" "tBodyGyroStdX" -0.304745377026316
11 "WALKING_DOWNSTAIRS" "tBodyGyroStdX" -0.374069023580435
12 "WALKING_DOWNSTAIRS" "tBodyGyroStdX" -0.362143061643478
13 "WALKING_DOWNSTAIRS" "tBodyGyroStdX" -0.417014161553191
14 "WALKING_DOWNSTAIRS" "tBodyGyroStdX" -0.354551638377778
15 "WALKING_DOWNSTAIRS" "tBodyGyroStdX" -0.318692525928571
16 "WALKING_DOWNSTAIRS" "tBodyGyroStdX" -0.45418847106383
17 "WALKING_DOWNSTAIRS" "tBodyGyroStdX" -0.370436868891304
18 "WALKING_DOWNSTAIRS" "tBodyGyroStdX" -0.502473033509091
19 "WALKING_DOWNSTAIRS" "tBodyGyroStdX" 0.267657219333333
20 "WALKING_DOWNSTAIRS" "tBodyGyroStdX" -0.204939567711111
21 "WALKING_DOWNSTAIRS" "tBodyGyroStdX" -0.442148617666667
22 "WALKING_DOWNSTAIRS" "tBodyGyroStdX" -0.237349190997222
23 "WALKING_DOWNSTAIRS" "tBodyGyroStdX" -0.416133032777778
24 "WALKING_DOWNSTAIRS" "tBodyGyroStdX" -0.431919067945455
25 "WALKING_DOWNSTAIRS" "tBodyGyroStdX" -0.288824754586207
26 "WALKING_DOWNSTAIRS" "tBodyGyroStdX" -0.33131291446
27 "WALKING_DOWNSTAIRS" "tBodyGyroStdX" -0.363722908386364
28 "WALKING_DOWNSTAIRS" "tBodyGyroStdX" -0.268106330991304
29 "WALKING_DOWNSTAIRS" "tBodyGyroStdX" -0.282077257508333
30 "WALKING_DOWNSTAIRS" "tBodyGyroStdX" -0.265923160895161
1 "WALKING_UPSTAIRS" "tBodyGyroStdX" -0.544871104528302
2 "WALKING_UPSTAIRS" "tBodyGyroStdX" -0.439253058958333
3 "WALKING_UPSTAIRS" "tBodyGyroStdX" -0.456039262525424
4 "WALKING_UPSTAIRS" "tBodyGyroStdX" -0.454431043269231
5 "WALKING_UPSTAIRS" "tBodyGyroStdX" -0.443342262340426
6 "WALKING_UPSTAIRS" "tBodyGyroStdX" -0.321973723647059
7 "WALKING_UPSTAIRS" "tBodyGyroStdX" -0.363853236862745
8 "WALKING_UPSTAIRS" "tBodyGyroStdX" -0.367428367219512
9 "WALKING_UPSTAIRS" "tBodyGyroStdX" -0.343976630734694
10 "WALKING_UPSTAIRS" "tBodyGyroStdX" -0.308534708121277
11 "WALKING_UPSTAIRS" "tBodyGyroStdX" -0.501331630185185
12 "WALKING_UPSTAIRS" "tBodyGyroStdX" -0.526659296134615
13 "WALKING_UPSTAIRS" "tBodyGyroStdX" -0.541066687090909
14 "WALKING_UPSTAIRS" "tBodyGyroStdX" -0.454283337592593
15 "WALKING_UPSTAIRS" "tBodyGyroStdX" -0.415251317916667
16 "WALKING_UPSTAIRS" "tBodyGyroStdX" -0.508087166666667
17 "WALKING_UPSTAIRS" "tBodyGyroStdX" -0.496562732729167
18 "WALKING_UPSTAIRS" "tBodyGyroStdX" -0.593841504137931
19 "WALKING_UPSTAIRS" "tBodyGyroStdX" -0.4068000325
20 "WALKING_UPSTAIRS" "tBodyGyroStdX" -0.492701193921569
21 "WALKING_UPSTAIRS" "tBodyGyroStdX" -0.53190941893617
22 "WALKING_UPSTAIRS" "tBodyGyroStdX" -0.301491709628571
23 "WALKING_UPSTAIRS" "tBodyGyroStdX" -0.550664576666667
24 "WALKING_UPSTAIRS" "tBodyGyroStdX" -0.577426408813559
25 "WALKING_UPSTAIRS" "tBodyGyroStdX" -0.489011794784615
26 "WALKING_UPSTAIRS" "tBodyGyroStdX" -0.550274396
27 "WALKING_UPSTAIRS" "tBodyGyroStdX" -0.562461004705882
28 "WALKING_UPSTAIRS" "tBodyGyroStdX" -0.518818227843137
29 "WALKING_UPSTAIRS" "tBodyGyroStdX" -0.323904731622449
30 "WALKING_UPSTAIRS" "tBodyGyroStdX" -0.493837520761538
1 "LAYING" "tBodyGyroStdY" -0.9510904402
2 "LAYING" "tBodyGyroStdY" -0.982291608958333
3 "LAYING" "tBodyGyroStdY" -0.977272653709677
4 "LAYING" "tBodyGyroStdY" -0.961109291851852
5 "LAYING" "tBodyGyroStdY" -0.977427370576923
6 "LAYING" "tBodyGyroStdY" -0.943634949473684
7 "LAYING" "tBodyGyroStdY" -0.945071935384615
8 "LAYING" "tBodyGyroStdY" -0.952039385740741
9 "LAYING" "tBodyGyroStdY" -0.9266185314
10 "LAYING" "tBodyGyroStdY" -0.953660207586207
11 "LAYING" "tBodyGyroStdY" -0.982442644035088
12 "LAYING" "tBodyGyroStdY" -0.953873893833333
13 "LAYING" "tBodyGyroStdY" -0.96270462
14 "LAYING" "tBodyGyroStdY" -0.932499780588235
15 "LAYING" "tBodyGyroStdY" -0.961142911805556
16 "LAYING" "tBodyGyroStdY" -0.970747514
17 "LAYING" "tBodyGyroStdY" -0.971484336197183
18 "LAYING" "tBodyGyroStdY" -0.984202872923077
19 "LAYING" "tBodyGyroStdY" -0.963617705662651
20 "LAYING" "tBodyGyroStdY" -0.972941910294118
21 "LAYING" "tBodyGyroStdY" -0.952147091444444
22 "LAYING" "tBodyGyroStdY" -0.9618849625
23 "LAYING" "tBodyGyroStdY" -0.959195236388889
24 "LAYING" "tBodyGyroStdY" -0.960299550972222
25 "LAYING" "tBodyGyroStdY" -0.936630803287671
26 "LAYING" "tBodyGyroStdY" -0.979325678815789
27 "LAYING" "tBodyGyroStdY" -0.98428747527027
28 "LAYING" "tBodyGyroStdY" -0.960057463625
29 "LAYING" "tBodyGyroStdY" -0.992750957826087
30 "LAYING" "tBodyGyroStdY" -0.966041673
1 "SITTING" "tBodyGyroStdY" -0.966473895319149
2 "SITTING" "tBodyGyroStdY" -0.978919526956522
3 "SITTING" "tBodyGyroStdY" -0.944854571346154
4 "SITTING" "tBodyGyroStdY" -0.9584681204
5 "SITTING" "tBodyGyroStdY" -0.950064068181818
6 "SITTING" "tBodyGyroStdY" -0.944130044727273
7 "SITTING" "tBodyGyroStdY" -0.944124336458333
8 "SITTING" "tBodyGyroStdY" -0.97150069673913
9 "SITTING" "tBodyGyroStdY" -0.9191882264
10 "SITTING" "tBodyGyroStdY" -0.984373304814815
11 "SITTING" "tBodyGyroStdY" -0.982249040188679
12 "SITTING" "tBodyGyroStdY" -0.960497127647059
13 "SITTING" "tBodyGyroStdY" -0.979668456122449
14 "SITTING" "tBodyGyroStdY" -0.962048191666667
15 "SITTING" "tBodyGyroStdY" -0.975321519491525
16 "SITTING" "tBodyGyroStdY" -0.958336595507246
17 "SITTING" "tBodyGyroStdY" -0.98612868078125
18 "SITTING" "tBodyGyroStdY" -0.986753343859649
19 "SITTING" "tBodyGyroStdY" -0.959758309589041
20 "SITTING" "tBodyGyroStdY" -0.960104508636364
21 "SITTING" "tBodyGyroStdY" -0.976380487294118
22 "SITTING" "tBodyGyroStdY" -0.950173478548387
23 "SITTING" "tBodyGyroStdY" -0.948109526029412
24 "SITTING" "tBodyGyroStdY" -0.977954005147059
25 "SITTING" "tBodyGyroStdY" -0.981193501846154
26 "SITTING" "tBodyGyroStdY" -0.973444813846154
27 "SITTING" "tBodyGyroStdY" -0.982067465142857
28 "SITTING" "tBodyGyroStdY" -0.956316505972222
29 "SITTING" "tBodyGyroStdY" -0.988334019666667
30 "SITTING" "tBodyGyroStdY" -0.976477561935484
1 "STANDING" "tBodyGyroStdY" -0.98773444
2 "STANDING" "tBodyGyroStdY" -0.971441996481481
3 "STANDING" "tBodyGyroStdY" -0.927788618196721
4 "STANDING" "tBodyGyroStdY" -0.949227146964286
5 "STANDING" "tBodyGyroStdY" -0.933738104107143
6 "STANDING" "tBodyGyroStdY" -0.94248658631579
7 "STANDING" "tBodyGyroStdY" -0.949646946792453
8 "STANDING" "tBodyGyroStdY" -0.969421045555556
9 "STANDING" "tBodyGyroStdY" -0.946046640444444
10 "STANDING" "tBodyGyroStdY" -0.958861164090909
11 "STANDING" "tBodyGyroStdY" -0.994210471914894
12 "STANDING" "tBodyGyroStdY" -0.941469207540984
13 "STANDING" "tBodyGyroStdY" -0.971721755964912
14 "STANDING" "tBodyGyroStdY" -0.9462806205
15 "STANDING" "tBodyGyroStdY" -0.971332584339623
16 "STANDING" "tBodyGyroStdY" -0.980110277307692
17 "STANDING" "tBodyGyroStdY" -0.985121164615385
18 "STANDING" "tBodyGyroStdY" -0.980417134246575
19 "STANDING" "tBodyGyroStdY" -0.96957632369863
20 "STANDING" "tBodyGyroStdY" -0.903913940684931
21 "STANDING" "tBodyGyroStdY" -0.955979192696629
22 "STANDING" "tBodyGyroStdY" -0.964714672857143
23 "STANDING" "tBodyGyroStdY" -0.948074760882353
24 "STANDING" "tBodyGyroStdY" -0.967298518695652
25 "STANDING" "tBodyGyroStdY" -0.976757621081081
26 "STANDING" "tBodyGyroStdY" -0.982408142702703
27 "STANDING" "tBodyGyroStdY" -0.982498991125
28 "STANDING" "tBodyGyroStdY" -0.940006320126582
29 "STANDING" "tBodyGyroStdY" -0.990364876307692
30 "STANDING" "tBodyGyroStdY" -0.94070541220339
1 "WALKING" "tBodyGyroStdY" -0.0546077686594737
2 "WALKING" "tBodyGyroStdY" -0.53845366779661
3 "WALKING" "tBodyGyroStdY" -0.563793260172414
4 "WALKING" "tBodyGyroStdY" -0.665394092833333
5 "WALKING" "tBodyGyroStdY" -0.504622029821429
6 "WALKING" "tBodyGyroStdY" -0.331702267894737
7 "WALKING" "tBodyGyroStdY" -0.23109830545614
8 "WALKING" "tBodyGyroStdY" -0.2119972775
9 "WALKING" "tBodyGyroStdY" -0.467054167884615
10 "WALKING" "tBodyGyroStdY" -0.250853318679245
11 "WALKING" "tBodyGyroStdY" -0.499625287288136
12 "WALKING" "tBodyGyroStdY" -0.4494013978
13 "WALKING" "tBodyGyroStdY" -0.290023550315789
14 "WALKING" "tBodyGyroStdY" -0.0148392604279661
15 "WALKING" "tBodyGyroStdY" -0.420865007777778
16 "WALKING" "tBodyGyroStdY" -0.612593634117647
17 "WALKING" "tBodyGyroStdY" -0.454932903934426
18 "WALKING" "tBodyGyroStdY" -0.496431539642857
19 "WALKING" "tBodyGyroStdY" -0.114406108840577
20 "WALKING" "tBodyGyroStdY" 0.0858321519372549
21 "WALKING" "tBodyGyroStdY" -0.397892316730769
22 "WALKING" "tBodyGyroStdY" -0.486322106521739
23 "WALKING" "tBodyGyroStdY" 0.25945722920339
24 "WALKING" "tBodyGyroStdY" -0.487166280172414
25 "WALKING" "tBodyGyroStdY" -0.604032097432432
26 "WALKING" "tBodyGyroStdY" -0.57573544779661
27 "WALKING" "tBodyGyroStdY" -0.529865057894737
28 "WALKING" "tBodyGyroStdY" -0.497684006666667
29 "WALKING" "tBodyGyroStdY" -0.181802636566038
30 "WALKING" "tBodyGyroStdY" 0.00600277892
1 "WALKING_DOWNSTAIRS" "tBodyGyroStdY" -0.126349194938775
2 "WALKING_DOWNSTAIRS" "tBodyGyroStdY" -0.415739144893617
3 "WALKING_DOWNSTAIRS" "tBodyGyroStdY" -0.546740387959184
4 "WALKING_DOWNSTAIRS" "tBodyGyroStdY" -0.699453537111111
5 "WALKING_DOWNSTAIRS" "tBodyGyroStdY" -0.409134149148936
6 "WALKING_DOWNSTAIRS" "tBodyGyroStdY" -0.18922957
7 "WALKING_DOWNSTAIRS" "tBodyGyroStdY" -0.29262613606383
8 "WALKING_DOWNSTAIRS" "tBodyGyroStdY" 0.0243131207736842
9 "WALKING_DOWNSTAIRS" "tBodyGyroStdY" -0.340765233142857
10 "WALKING_DOWNSTAIRS" "tBodyGyroStdY" -0.311407525263158
11 "WALKING_DOWNSTAIRS" "tBodyGyroStdY" -0.495911719565217
12 "WALKING_DOWNSTAIRS" "tBodyGyroStdY" -0.47628774326087
13 "WALKING_DOWNSTAIRS" "tBodyGyroStdY" -0.198848161170213
14 "WALKING_DOWNSTAIRS" "tBodyGyroStdY" 0.0569902222622222
15 "WALKING_DOWNSTAIRS" "tBodyGyroStdY" -0.37320816
16 "WALKING_DOWNSTAIRS" "tBodyGyroStdY" -0.528329304680851
17 "WALKING_DOWNSTAIRS" "tBodyGyroStdY" -0.459281989565217
18 "WALKING_DOWNSTAIRS" "tBodyGyroStdY" -0.617230786
19 "WALKING_DOWNSTAIRS" "tBodyGyroStdY" 0.0483147743589744
20 "WALKING_DOWNSTAIRS" "tBodyGyroStdY" -0.146794177311111
21 "WALKING_DOWNSTAIRS" "tBodyGyroStdY" -0.353733478222222
22 "WALKING_DOWNSTAIRS" "tBodyGyroStdY" -0.550303216666667
23 "WALKING_DOWNSTAIRS" "tBodyGyroStdY" 0.213825552277778
24 "WALKING_DOWNSTAIRS" "tBodyGyroStdY" -0.484673524
25 "WALKING_DOWNSTAIRS" "tBodyGyroStdY" -0.523377914655172
26 "WALKING_DOWNSTAIRS" "tBodyGyroStdY" -0.4734080504
27 "WALKING_DOWNSTAIRS" "tBodyGyroStdY" -0.481813367954545
28 "WALKING_DOWNSTAIRS" "tBodyGyroStdY" -0.259368686847826
29 "WALKING_DOWNSTAIRS" "tBodyGyroStdY" -0.390460137708333
30 "WALKING_DOWNSTAIRS" "tBodyGyroStdY" -0.285392416354839
1 "WALKING_UPSTAIRS" "tBodyGyroStdY" 0.00410518379811321
